brand,nom_etablissement,source,note_brute,note_std,texte,texte_propre,langue,date,theme_label,theme_score,theme_scores,sentiment_stars,sentiment_score,sentiment_label,texte_sentiment
Huttopia,Rambouillet,Booking,"Avec une note de 8,0
8,0",4.0,"3 nuits · août 2025 Commentaire envoyé le 29 août 2025 Avec une note de 8,0 Ce client n'a pas laissé de commentaire.","3 nuits · août 2025 Commentaire envoyé le 29 août 2025 Avec une note de 8,0 Ce client n'a pas laissé de commentaire.",fr,2025-08-29,rapport qualité-prix,0.6374,"{'rapport qualité-prix': 0.6374, 'propreté et sanitaires': 0.4671, 'hébergement et confort': 0.3914, 'nature et environnement': 0.2946, 'restauration et alimentation': 0.209, 'accueil et personnel': 0.0957, 'activités et animations': 0.0925}",4,0.6,Positif,
Huttopia,Rambouillet,Booking,"Avec une note de 9,0
9,0",4.5,"Chalet Supérieur 2 nuits · juin 2024 Commentaire envoyé le 2 juillet 2024 Avec une note de 9,0 Ce client n'a pas laissé de commentaire.","Chalet Supérieur 2 nuits · juin 2024 Commentaire envoyé le 2 juillet 2024 Avec une note de 9,0 Ce client n'a pas laissé de commentaire.",fr,2024-07-02,hébergement et confort,0.8801,"{'hébergement et confort': 0.8801, 'rapport qualité-prix': 0.7366, 'activités et animations': 0.2354, 'accueil et personnel': 0.192, 'propreté et sanitaires': 0.1453, 'restauration et alimentation': 0.1163, 'nature et environnement': 0.033}",4,0.6,Positif,
Huttopia,Rambouillet,Booking,"Avec une note de 8,0
8,0",4.0,"2 nuits · juin 2024 Commentaire envoyé le 20 juin 2024 Avec une note de 8,0 Ce client n'a pas laissé de commentaire.","2 nuits · juin 2024 Commentaire envoyé le 20 juin 2024 Avec une note de 8,0 Ce client n'a pas laissé de commentaire.",fr,2024-06-20,rapport qualité-prix,0.7318,"{'rapport qualité-prix': 0.7318, 'propreté et sanitaires': 0.3979, 'nature et environnement': 0.375, 'hébergement et confort': 0.2786, 'restauration et alimentation': 0.1239, 'activités et animations': 0.1033, 'accueil et personnel': 0.0806}",4,0.6,Positif,
Huttopia,Rambouillet,Booking,"Avec une note de 10
10",5.0,Chalet Supérieur 4 nuits · juin 2023 Commentaire envoyé le 22 juin 2023 Avec une note de 10 Ce client n'a pas laissé de commentaire.,Chalet Supérieur 4 nuits · juin 2023 Commentaire envoyé le 22 juin 2023 Avec une note de 10 Ce client n'a pas laissé de commentaire.,fr,2023-06-22,hébergement et confort,0.8801,"{'hébergement et confort': 0.8801, 'rapport qualité-prix': 0.8669, 'restauration et alimentation': 0.3297, 'activités et animations': 0.3283, 'propreté et sanitaires': 0.229, 'accueil et personnel': 0.1622, 'nature et environnement': 0.0469}",5,0.6,Positif,
Huttopia,Rambouillet,Booking,"Avec une note de 7,0
7,0",3.5,"Chalet Supérieur 2 nuits · mai 2023 Commentaire envoyé le 29 mai 2023 Avec une note de 7,0 Ce client n'a pas laissé de commentaire.","Chalet Supérieur 2 nuits · mai 2023 Commentaire envoyé le 29 mai 2023 Avec une note de 7,0 Ce client n'a pas laissé de commentaire.",fr,2023-05-29,hébergement et confort,0.9106,"{'hébergement et confort': 0.9106, 'rapport qualité-prix': 0.7617, 'restauration et alimentation': 0.3204, 'activités et animations': 0.2911, 'accueil et personnel': 0.2184, 'propreté et sanitaires': 0.1542, 'nature et environnement': 0.0169}",3,0.5,Neutre,
Huttopia,Sarlat,Booking,"Avec une note de 8,0
8,0",4.0,"2 nuits · octobre 2024 Commentaire envoyé le 14 octobre 2024 Très ressourçant Avec une note de 8,0 La citation géographie très bel endroit de nature et calme ressourçant surtout en cette période où il y a peu de touristes. 1 personne a trouvé ce commentaire utile.","2 nuits · octobre 2024 Commentaire envoyé le 14 octobre 2024 Très ressourçant Avec une note de 8,0 La citation géographie très bel endroit de nature et calme ressourçant surtout en cette période où il y a peu de touristes. 1 personne a trouvé ce commentaire utile.",fr,2024-10-14,nature et environnement,0.9726,"{'nature et environnement': 0.9726, 'propreté et sanitaires': 0.1585, 'rapport qualité-prix': 0.1088, 'hébergement et confort': 0.0941, 'activités et animations': 0.0293, 'accueil et personnel': 0.0013, 'restauration et alimentation': 0.0006}",5,0.4491,Positif,Très ressourçant La citation géographie très bel endroit de nature et calme ressourçant surtout en cette période où il y a peu de touristes. 1 personne a trouvé ce commentaire utile.
Huttopia,Sarlat,Booking,"Avec une note de 7,0
7,0",3.5,"3 nuits · novembre 2023 Commentaire envoyé le 5 novembre 2023 Avec une note de 7,0 Calme, lieu boisé, agréable. Location propre et fonctionnel. Très proche du centre de sarlat. Manque d'éclairage la nuit et d'indication d'emplacement et de direction sur les chemins. Pas de tv dans le Mobil home.","3 nuits · novembre 2023 Commentaire envoyé le 5 novembre 2023 Avec une note de 7,0 Calme, lieu boisé, agréable. Location propre et fonctionnel. Très proche du centre de sarlat. Manque d'éclairage la nuit et d'indication d'emplacement et de direction sur les chemins. Pas de tv dans le Mobil home.",fr,2023-11-05,hébergement et confort,0.995,"{'hébergement et confort': 0.995, 'propreté et sanitaires': 0.8516, 'rapport qualité-prix': 0.8042, 'nature et environnement': 0.7975, 'activités et animations': 0.7816, 'accueil et personnel': 0.1942, 'restauration et alimentation': 0.0919}",4,0.6169,Positif,"Calme, lieu boisé, agréable. Location propre et fonctionnel. Très proche du centre de sarlat. Manque d'éclairage la nuit et d'indication d'emplacement et de direction sur les chemins. Pas de tv dans le Mobil home."
Huttopia,Sarlat,Booking,"Avec une note de 8,0
8,0",4.0,"3 nuits · septembre 2023 Commentaire envoyé le 5 octobre 2023 agréable et reposant. Avec une note de 8,0 le calme, l'environnement, malgres l'affluence. place du parking trop étroite pour mon véhicule ( TOYOTA land cruiser ) demandant des manœuvres délicates pour en sortir ce qui m'a fait faire une fausse manœuvre de nuit, responsable d'un choc à l'arrière de mon véhicule avec un arbre de l'allée.","3 nuits · septembre 2023 Commentaire envoyé le 5 octobre 2023 agréable et reposant. Avec une note de 8,0 le calme, l'environnement, malgres l'affluence. place du parking trop étroite pour mon véhicule ( TOYOTA land cruiser ) demandant des manœuvres délicates pour en sortir ce qui m'a fait faire une fausse manœuvre de nuit, responsable d'un choc à l'arrière de mon véhicule avec un arbre de l'allée.",fr,2023-10-05,nature et environnement,0.9986,"{'nature et environnement': 0.9986, 'propreté et sanitaires': 0.9841, 'hébergement et confort': 0.9717, 'rapport qualité-prix': 0.7323, 'activités et animations': 0.506, 'accueil et personnel': 0.0925, 'restauration et alimentation': 0.0157}",4,0.4435,Positif,"agréable et reposant. le calme, l'environnement, malgres l'affluence. place du parking trop étroite pour mon véhicule ( TOYOTA land cruiser ) demandant des manœuvres délicates pour en sortir ce qui m'a fait faire une fausse manœuvre de nuit, responsable d'un choc à l'arrière de mon véhicule avec un arbre de l'allée."
Huttopia,Sarlat,Booking,"Avec une note de 7,0
7,0",3.5,"3 nuits · septembre 2023 Commentaire envoyé le 28 septembre 2023 Avec une note de 7,0 La proximité de sarlat","3 nuits · septembre 2023 Commentaire envoyé le 28 septembre 2023 Avec une note de 7,0 La proximité de sarlat",fr,2023-09-28,propreté et sanitaires,0.9499,"{'propreté et sanitaires': 0.9499, 'nature et environnement': 0.8754, 'hébergement et confort': 0.77, 'rapport qualité-prix': 0.6648, 'restauration et alimentation': 0.2965, 'activités et animations': 0.243, 'accueil et personnel': 0.2186}",4,0.3576,Positif,La proximité de sarlat
Huttopia,Sarlat,Booking,"Avec une note de 8,0
8,0",4.0,"6 nuits · septembre 2023 Commentaire envoyé le 22 septembre 2023 Avec une note de 8,0 Séjour en mobilhome, conforme à la description, logement neuf, en très bon état, emplacement et environnement très agréables, arboré, bain de nature. Camping très calme à cette période (septembre). Mériterait d'être amélioré : certains points lumineux à rechargement solaire qui balisent les chemins ne sont pas fonctionnels. A noter pour ceux qui ne connaissent pas la situation géographique de Sarlat : le camping est proche du centre ville (environ 800 m) mais la route est très pentue, à prendre en compte pour ceux qui se déplacent à pied. De même le terrain du camping est en pente (forte). 3 personne a trouvé ce commentaire utile.","6 nuits · septembre 2023 Commentaire envoyé le 22 septembre 2023 Avec une note de 8,0 Séjour en mobilhome, conforme à la description, logement neuf, en très bon état, emplacement et environnement très agréables, arboré, bain de nature. Camping très calme à cette période (septembre). Mériterait d'être amélioré : certains points lumineux à rechargement solaire qui balisent les chemins ne sont pas fonctionnels. A noter pour ceux qui ne connaissent pas la situation géographique de Sarlat : le camping est proche du centre ville (environ 800 m) mais la route est très pentue, à prendre en compte pour ceux qui se déplacent à pied. De même le terrain du camping est en pente (forte). 3 personne a trouvé ce commentaire utile.",fr,2023-09-22,nature et environnement,0.9781,"{'nature et environnement': 0.9781, 'hébergement et confort': 0.9275, 'rapport qualité-prix': 0.7445, 'propreté et sanitaires': 0.6294, 'activités et animations': 0.2841, 'accueil et personnel': 0.0678, 'restauration et alimentation': 0.0091}",4,0.5171,Positif,"Séjour en mobilhome, conforme à la description, logement neuf, en très bon état, emplacement et environnement très agréables, arboré, bain de nature. Camping très calme à cette période (septembre). Mériterait d'être amélioré : certains points lumineux à rechargement solaire qui balisent les chemins ne sont pas fonctionnels. A noter pour ceux qui ne connaissent pas la situation géographique de Sarlat : le camping est proche du centre ville (environ 800 m) mais la route est très pentue, à prendre en compte pour ceux qui se déplacent à pied. De même le terrain du camping est en pente (forte). 3 personne a trouvé ce commentaire utile."
Huttopia,Sarlat,Booking,"Avec une note de 7,0
7,0",3.5,"2 nuits · septembre 2023 Commentaire envoyé le 15 septembre 2023 le concept,deconnection complete n'est pas precisee. Avec une note de 7,0 Piscine chauffée Pas de climatisation, pas de wifi, pas de restauration correcte (restauration rapide). Pas de casier pour la piscine. 1 personne a trouvé ce commentaire utile.","2 nuits · septembre 2023 Commentaire envoyé le 15 septembre 2023 le concept,deconnection complete n'est pas precisee. Avec une note de 7,0 Piscine chauffée Pas de climatisation, pas de wifi, pas de restauration correcte (restauration rapide). Pas de casier pour la piscine. 1 personne a trouvé ce commentaire utile.",fr,2023-09-15,nature et environnement,0.6562,"{'nature et environnement': 0.6562, 'hébergement et confort': 0.5857, 'propreté et sanitaires': 0.345, 'rapport qualité-prix': 0.3362, 'activités et animations': 0.2147, 'restauration et alimentation': 0.1509, 'accueil et personnel': 0.1075}",1,0.5018,Négatif,"le concept,deconnection complete n'est pas precisee. Piscine chauffée Pas de climatisation, pas de wifi, pas de restauration correcte (restauration rapide). Pas de casier pour la piscine. 1 personne a trouvé ce commentaire utile."
Huttopia,Sarlat,Booking,"Avec une note de 7,0
7,0",3.5,"3 nuits · septembre 2023 Commentaire envoyé le 9 septembre 2023 Avec une note de 7,0 Micro ondes qui manque !!!","3 nuits · septembre 2023 Commentaire envoyé le 9 septembre 2023 Avec une note de 7,0 Micro ondes qui manque !!!",fr,2023-09-09,propreté et sanitaires,0.819,"{'propreté et sanitaires': 0.819, 'rapport qualité-prix': 0.5683, 'hébergement et confort': 0.5346, 'nature et environnement': 0.4486, 'restauration et alimentation': 0.3324, 'accueil et personnel': 0.2146, 'activités et animations': 0.2113}",1,0.2798,Négatif,Micro ondes qui manque !!!
Huttopia,Sarlat,Booking,"Avec une note de 8,0
8,0",4.0,"7 nuits · juillet 2023 Commentaire envoyé le 1er août 2023 Camping bien situé à proximité à pied du centre ville , accueil chaleureux Avec une note de 8,0","7 nuits · juillet 2023 Commentaire envoyé le 1er août 2023 Camping bien situé à proximité à pied du centre ville , accueil chaleureux Avec une note de 8,0",fr,2023-07-01,hébergement et confort,0.9991,"{'hébergement et confort': 0.9991, 'activités et animations': 0.9512, 'propreté et sanitaires': 0.8858, 'nature et environnement': 0.7304, 'rapport qualité-prix': 0.6969, 'accueil et personnel': 0.6752, 'restauration et alimentation': 0.0132}",4,0.5259,Positif,"Camping bien situé à proximité à pied du centre ville , accueil chaleureux"
Huttopia,Sarlat,Booking,"Avec une note de 7,0
7,0",3.5,"2 nuits · juin 2023 Commentaire envoyé le 25 juin 2023 Avec une note de 7,0 Les infrastructures La literie est très inconfortable, matelas mousse très dur..","2 nuits · juin 2023 Commentaire envoyé le 25 juin 2023 Avec une note de 7,0 Les infrastructures La literie est très inconfortable, matelas mousse très dur..",fr,2023-06-25,hébergement et confort,0.9989,"{'hébergement et confort': 0.9989, 'propreté et sanitaires': 0.9863, 'nature et environnement': 0.853, 'rapport qualité-prix': 0.7431, 'accueil et personnel': 0.6919, 'activités et animations': 0.2783, 'restauration et alimentation': 0.0644}",2,0.5467,Négatif,"Les infrastructures La literie est très inconfortable, matelas mousse très dur.."
Huttopia,Sarlat,Booking,"Avec une note de 9,0
9,0",4.5,"2 nuits · avril 2023 Commentaire envoyé le 25 avril 2023 Avec une note de 9,0 Le camping est agréable, les logements sont bien équipés..les équipements de loisirs en extérieur sont adaptés pour adultes et enfants.. baby foot.. tables de ping pong.. terrain de tennis.. pétanque et piscine ouverts à tous sans frais supplémentaires..le camping est , non loin du centre de Sarlat.. personnel agréable et réactif.. le tout au calme.. Petit bémol pour la salle de bain du gîte peu fonctionnelle.","2 nuits · avril 2023 Commentaire envoyé le 25 avril 2023 Avec une note de 9,0 Le camping est agréable, les logements sont bien équipés..les équipements de loisirs en extérieur sont adaptés pour adultes et enfants.. baby foot.. tables de ping pong.. terrain de tennis.. pétanque et piscine ouverts à tous sans frais supplémentaires..le camping est , non loin du centre de Sarlat.. personnel agréable et réactif.. le tout au calme.. Petit bémol pour la salle de bain du gîte peu fonctionnelle.",fr,2023-04-25,activités et animations,0.9969,"{'activités et animations': 0.9969, 'hébergement et confort': 0.9922, 'rapport qualité-prix': 0.8907, 'nature et environnement': 0.4103, 'accueil et personnel': 0.2332, 'propreté et sanitaires': 0.1713, 'restauration et alimentation': 0.0038}",4,0.4842,Positif,"Le camping est agréable, les logements sont bien équipés..les équipements de loisirs en extérieur sont adaptés pour adultes et enfants.. baby foot.. tables de ping pong.. terrain de tennis.. pétanque et piscine ouverts à tous sans frais supplémentaires..le camping est , non loin du centre de Sarlat.. personnel agréable et réactif.. le tout au calme.. Petit bémol pour la salle de bain du gîte peu fonctionnelle."
Huttopia,Sarlat,Booking,"Avec une note de 10
10",5.0,2 nuits · novembre 2025 Commentaire envoyé le 6 novembre 2025 Avec une note de 10 ensemble du personnel très compétent et sympa emplacement du camping proche de Sarlat piscine chauffée prix hors saison très attractif -emplacement parking trop serré-MH 67 -1ere marche de la terrasse un peu haute -prévoir couvertures supplémentaires,2 nuits · novembre 2025 Commentaire envoyé le 6 novembre 2025 Avec une note de 10 ensemble du personnel très compétent et sympa emplacement du camping proche de Sarlat piscine chauffée prix hors saison très attractif -emplacement parking trop serré-MH 67 -1ere marche de la terrasse un peu haute -prévoir couvertures supplémentaires,fr,2025-11-06,hébergement et confort,0.9978,"{'hébergement et confort': 0.9978, 'accueil et personnel': 0.997, 'rapport qualité-prix': 0.978, 'activités et animations': 0.9757, 'nature et environnement': 0.8035, 'propreté et sanitaires': 0.4184, 'restauration et alimentation': 0.0077}",4,0.5682,Positif,ensemble du personnel très compétent et sympa emplacement du camping proche de Sarlat piscine chauffée prix hors saison très attractif -emplacement parking trop serré-MH 67 -1ere marche de la terrasse un peu haute -prévoir couvertures supplémentaires
Huttopia,Sarlat,Booking,"Avec une note de 10
10",5.0,2 nuits · juin 2025 Commentaire envoyé le 21 juin 2025 Très bon séjour accueil au top Avec une note de 10 Emplacement très bien petit déjeuner très bien personnel très agréable,2 nuits · juin 2025 Commentaire envoyé le 21 juin 2025 Très bon séjour accueil au top Avec une note de 10 Emplacement très bien petit déjeuner très bien personnel très agréable,fr,2025-06-21,hébergement et confort,0.9992,"{'hébergement et confort': 0.9992, 'accueil et personnel': 0.9946, 'rapport qualité-prix': 0.966, 'propreté et sanitaires': 0.8408, 'restauration et alimentation': 0.6344, 'activités et animations': 0.6191, 'nature et environnement': 0.2797}",5,0.5902,Positif,Très bon séjour accueil au top Emplacement très bien petit déjeuner très bien personnel très agréable
Huttopia,Sarlat,Booking,"Avec une note de 6,0
6,0",3.0,"4 nuits · septembre 2024 Commentaire envoyé le 18 octobre 2024 Avec une note de 6,0 L'emplacement du vieux Sarlat Pas de chaises longues ,ni jacuzzi","4 nuits · septembre 2024 Commentaire envoyé le 18 octobre 2024 Avec une note de 6,0 L'emplacement du vieux Sarlat Pas de chaises longues ,ni jacuzzi",fr,2024-10-18,hébergement et confort,0.9974,"{'hébergement et confort': 0.9974, 'activités et animations': 0.9945, 'propreté et sanitaires': 0.9636, 'nature et environnement': 0.9041, 'restauration et alimentation': 0.8073, 'rapport qualité-prix': 0.7134, 'accueil et personnel': 0.2674}",3,0.2719,Neutre,"L'emplacement du vieux Sarlat Pas de chaises longues ,ni jacuzzi"
Huttopia,Sarlat,Booking,"Avec une note de 4,0
4,0",4.0,"1 nuit · juillet 2024 Commentaire envoyé le 1er août 2024 Avec une note de 4,0 L'amabilité du personnel Difficultés de se garer à côté du mobil home,les côtes en vélo pour les enfants en bas âge, manque d'éclairage la nuit, le ménage non effectué(la poubelle non desinfectée que nous avons dû sortir pour la nettoyer et l'odeur d'urine dans la douche)..pas super de payer 206€ la nuit pour se doucher aux sanitaires communs et mobil home sans lave-vaisselle ni climatisation... piscines sales, en bref prestations très bas de gamme. Après une nuit nous sommes partis au capfun la Palombière...superbe centre aquatique,mobil home avec lave-vaisselle et climatisation pour 150€ la nuit.....nous ne recommandons bien évidemment pas et avec regrets Huttopia Sarlat.","1 nuit · juillet 2024 Commentaire envoyé le 1er août 2024 Avec une note de 4,0 L'amabilité du personnel Difficultés de se garer à côté du mobil home,les côtes en vélo pour les enfants en bas âge, manque d'éclairage la nuit, le ménage non effectué(la poubelle non desinfectée que nous avons dû sortir pour la nettoyer et l'odeur d'urine dans la douche)..pas super de payer 206€ la nuit pour se doucher aux sanitaires communs et mobil home sans lave-vaisselle ni climatisation... piscines sales, en bref prestations très bas de gamme. Après une nuit nous sommes partis au capfun la Palombière...superbe centre aquatique,mobil home avec lave-vaisselle et climatisation pour 150€ la nuit.....nous ne recommandons bien évidemment pas et avec regrets Huttopia Sarlat.",fr,2024-07-01,propreté et sanitaires,0.9797,"{'propreté et sanitaires': 0.9797, 'rapport qualité-prix': 0.8548, 'nature et environnement': 0.8243, 'accueil et personnel': 0.6531, 'hébergement et confort': 0.4954, 'activités et animations': 0.3925, 'restauration et alimentation': 0.0256}",2,0.5412,Négatif,"L'amabilité du personnel Difficultés de se garer à côté du mobil home,les côtes en vélo pour les enfants en bas âge, manque d'éclairage la nuit, le ménage non effectué(la poubelle non desinfectée que nous avons dû sortir pour la nettoyer et l'odeur d'urine dans la douche)..pas super de payer 206€ la nuit pour se doucher aux sanitaires communs et mobil home sans lave-vaisselle ni climatisation... piscines sales, en bref prestations très bas de gamme. Après une nuit nous sommes partis au capfun la Palombière...superbe centre aquatique,mobil home avec lave-vaisselle et climatisation pour 150€ la nuit.....nous ne recommandons bien évidemment pas et avec regrets Huttopia Sarlat."
Huttopia,Sarlat,Booking,"Avec une note de 3,0
3,0",3.0,"7 nuits · juin 2024 Commentaire envoyé le 21 juin 2024 Avec une note de 3,0 pas grand chose ... 4 étoiles filantes entretient des installations catastrophique , terrain de tennis pas entretenu , de l herbe des trous ect...","7 nuits · juin 2024 Commentaire envoyé le 21 juin 2024 Avec une note de 3,0 pas grand chose ... 4 étoiles filantes entretient des installations catastrophique , terrain de tennis pas entretenu , de l herbe des trous ect...",fr,2024-06-21,activités et animations,0.9962,"{'activités et animations': 0.9962, 'nature et environnement': 0.9962, 'propreté et sanitaires': 0.949, 'rapport qualité-prix': 0.9012, 'accueil et personnel': 0.4334, 'hébergement et confort': 0.311, 'restauration et alimentation': 0.0126}",1,0.4254,Négatif,"pas grand chose ... 4 étoiles filantes entretient des installations catastrophique , terrain de tennis pas entretenu , de l herbe des trous ect..."
Huttopia,Sarlat,Booking,"Avec une note de 3,0
3,0",3.0,"2 nuits · mai 2024 Commentaire envoyé le 21 mai 2024 Avec une note de 3,0 La piscine , Dehors, c'est propre, lê bar Beaucoup de fourmis,linterieur Meme dans le lit (né pás possible) Né pás de Television","2 nuits · mai 2024 Commentaire envoyé le 21 mai 2024 Avec une note de 3,0 La piscine , Dehors, c'est propre, lê bar Beaucoup de fourmis,linterieur Meme dans le lit (né pás possible) Né pás de Television",fr,2024-05-21,nature et environnement,0.9875,"{'nature et environnement': 0.9875, 'activités et animations': 0.9838, 'hébergement et confort': 0.9821, 'propreté et sanitaires': 0.9635, 'restauration et alimentation': 0.9437, 'rapport qualité-prix': 0.7726, 'accueil et personnel': 0.6867}",3,0.3376,Neutre,"La piscine , Dehors, c'est propre, lê bar Beaucoup de fourmis,linterieur Meme dans le lit (né pás possible) Né pás de Television"
Huttopia,Sarlat,Booking,"Avec une note de 10
10",5.0,2 nuits · septembre 2023 Commentaire envoyé le 25 septembre 2023 Calme reposant .. Avec une note de 10 Très bel endroit. Personnel au petit soin. Rien a dire ! Très reposant,2 nuits · septembre 2023 Commentaire envoyé le 25 septembre 2023 Calme reposant .. Avec une note de 10 Très bel endroit. Personnel au petit soin. Rien a dire ! Très reposant,fr,2023-09-25,rapport qualité-prix,0.9917,"{'rapport qualité-prix': 0.9917, 'hébergement et confort': 0.9589, 'accueil et personnel': 0.8945, 'propreté et sanitaires': 0.7813, 'activités et animations': 0.5848, 'nature et environnement': 0.457, 'restauration et alimentation': 0.2881}",5,0.5588,Positif,Calme reposant .. Très bel endroit. Personnel au petit soin. Rien a dire ! Très reposant
Huttopia,Sarlat,Booking,"Avec une note de 10
10",5.0,2 nuits · septembre 2023 Commentaire envoyé le 25 septembre 2023 Avec une note de 10 Le tout c’était parfait,2 nuits · septembre 2023 Commentaire envoyé le 25 septembre 2023 Avec une note de 10 Le tout c’était parfait,fr,2023-09-25,hébergement et confort,0.9873,"{'hébergement et confort': 0.9873, 'rapport qualité-prix': 0.9713, 'propreté et sanitaires': 0.9673, 'restauration et alimentation': 0.5771, 'nature et environnement': 0.5632, 'activités et animations': 0.5247, 'accueil et personnel': 0.3551}",5,0.6767,Positif,Le tout c’était parfait
Huttopia,Sarlat,Booking,"Avec une note de 10
10",5.0,5 nuits · août 2023 Commentaire envoyé le 23 août 2023 Czmping parfait pour un séjour en famille Avec une note de 10 Personnel très sympathique Localisation parfaite aux portes du centre historique,5 nuits · août 2023 Commentaire envoyé le 23 août 2023 Czmping parfait pour un séjour en famille Avec une note de 10 Personnel très sympathique Localisation parfaite aux portes du centre historique,fr,2023-08-23,accueil et personnel,0.9926,"{'accueil et personnel': 0.9926, 'hébergement et confort': 0.9697, 'propreté et sanitaires': 0.7926, 'rapport qualité-prix': 0.7515, 'nature et environnement': 0.7017, 'activités et animations': 0.6091, 'restauration et alimentation': 0.1102}",5,0.5472,Positif,Czmping parfait pour un séjour en famille Personnel très sympathique Localisation parfaite aux portes du centre historique
Huttopia,Sarlat,Booking,"Avec une note de 3,0
3,0",3.0,"3 nuits · juin 2023 Commentaire envoyé le 30 juin 2023 Sans commentaire Avec une note de 3,0","3 nuits · juin 2023 Commentaire envoyé le 30 juin 2023 Sans commentaire Avec une note de 3,0",fr,2023-06-30,rapport qualité-prix,0.4753,"{'rapport qualité-prix': 0.4753, 'hébergement et confort': 0.4638, 'propreté et sanitaires': 0.4606, 'nature et environnement': 0.3778, 'restauration et alimentation': 0.1947, 'accueil et personnel': 0.1393, 'activités et animations': 0.1276}",3,0.305,Neutre,Sans commentaire
Huttopia,Sarlat,Booking,"Avec une note de 10
10",5.0,2 nuits · mai 2023 Commentaire envoyé le 2 mai 2023 Avec une note de 10 Le lieu est super Le dénivelé dans le camping,2 nuits · mai 2023 Commentaire envoyé le 2 mai 2023 Avec une note de 10 Le lieu est super Le dénivelé dans le camping,fr,2023-05-02,hébergement et confort,0.9992,"{'hébergement et confort': 0.9992, 'activités et animations': 0.9947, 'rapport qualité-prix': 0.9883, 'nature et environnement': 0.9831, 'propreté et sanitaires': 0.8898, 'accueil et personnel': 0.5863, 'restauration et alimentation': 0.1163}",5,0.5273,Positif,Le lieu est super Le dénivelé dans le camping
Huttopia,Sarlat,Booking,"Avec une note de 5,0
5,0",5.0,"2 nuits · mai 2023 Commentaire envoyé le 2 mai 2023 Avec une note de 5,0 Location de deux jours, location des draps et serviette non prévue, service ""hôtelier"" absent (pas de torchon, pas de savonnette...).","2 nuits · mai 2023 Commentaire envoyé le 2 mai 2023 Avec une note de 5,0 Location de deux jours, location des draps et serviette non prévue, service ""hôtelier"" absent (pas de torchon, pas de savonnette...).",fr,2023-05-02,hébergement et confort,0.9908,"{'hébergement et confort': 0.9908, 'propreté et sanitaires': 0.9843, 'accueil et personnel': 0.9319, 'nature et environnement': 0.8218, 'rapport qualité-prix': 0.7927, 'restauration et alimentation': 0.5993, 'activités et animations': 0.1529}",1,0.4525,Négatif,"Location de deux jours, location des draps et serviette non prévue, service ""hôtelier"" absent (pas de torchon, pas de savonnette...)."
Huttopia,Sarlat,Booking,"Avec une note de 1,0
1,0",1.0,"1 nuit · août 2024 Commentaire envoyé le 19 août 2024 Avec une note de 1,0 When we left, we paid the 90 Euros cleaning fee. But then I found out they deducted another 30euros from my card. So they were saying even I paid the 90 euros, but I still needed to clean the dishes, take the rubbish out. So what’s the point of paying the cleaning fee if I still need to do that? The 90euros is paid for what? 90euros just means I don’t need to map the floor? It doesn’t make any sense! And deducted the 30 euros without letting me know in advance. Voir la traduction","1 nuit · août 2024 Commentaire envoyé le 19 août 2024 Avec une note de 1,0 When we left, we paid the 90 Euros cleaning fee. But then I found out they deducted another 30euros from my card. So they were saying even I paid the 90 euros, but I still needed to clean the dishes, take the rubbish out. So what’s the point of paying the cleaning fee if I still need to do that? The 90euros is paid for what? 90euros just means I don’t need to map the floor? It doesn’t make any sense! And deducted the 30 euros without letting me know in advance. Voir la traduction",en,2024-08-19,propreté et sanitaires,0.9594,"{'propreté et sanitaires': 0.9594, 'rapport qualité-prix': 0.9288, 'hébergement et confort': 0.2251, 'activités et animations': 0.105, 'nature et environnement': 0.0731, 'restauration et alimentation': 0.0656, 'accueil et personnel': 0.0298}",1,0.6,Négatif,
Huttopia,Sarlat,Booking,"Avec une note de 9,0
9,0",4.5,"5 nuits · mai 2024 Commentaire envoyé le 3 juin 2024 Avec une note de 9,0 Sehr nettes Personal wir waren mehr Personen als ursprünglich geplant was dann vor Ort kein Problem dastellte. Der Campingplatz ist ruhig zwischen Bäumen gelegen und zu Fuß ist man in ca 20 Min im Stadtzentrum. Sarlat ist eine wunderschöne gemütliche Stadt mit vielen alten schönen Häusern und netten Gassen und in der Umgebung gibt es viel zu unternehmen. Wir hatten einen sehr schönen Aufenthalt. Voir la traduction","5 nuits · mai 2024 Commentaire envoyé le 3 juin 2024 Avec une note de 9,0 Sehr nettes Personal wir waren mehr Personen als ursprünglich geplant was dann vor Ort kein Problem dastellte. Der Campingplatz ist ruhig zwischen Bäumen gelegen und zu Fuß ist man in ca 20 Min im Stadtzentrum. Sarlat ist eine wunderschöne gemütliche Stadt mit vielen alten schönen Häusern und netten Gassen und in der Umgebung gibt es viel zu unternehmen. Wir hatten einen sehr schönen Aufenthalt. Voir la traduction",de,2024-06-03,activités et animations,0.8759,"{'activités et animations': 0.8759, 'hébergement et confort': 0.8721, 'accueil et personnel': 0.6616, 'rapport qualité-prix': 0.5675, 'nature et environnement': 0.5628, 'propreté et sanitaires': 0.2454, 'restauration et alimentation': 0.1628}",4,0.6,Positif,
